,Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2,Building_num,Land_num,Area_M2
1325,2 bedroom unit Acacia Estates Taguig for Sale,"Ususan, Taguig",Commercial,Office,124,63,0,2,1,120.9572367,14.61199078,CEDAR CREST ACACIA ESTATES DMCI,7911431.889,https://www.lamudi.com.ph/2-bedroom-unit-acacia-estatest-taguig.html,Taguig,63,,136
1326,"Brand New 3 Bedroom Condo for Sale in Grand Hyatt Residences, BGC, Taguig","Fort Bonifacio, Taguig",Condominium,Penthouse,44,300,3,3,2,121.0483979,14.5501211,Grand Hyatt Residences,37673485.18,https://www.lamudi.com.ph/brand-new-3-bedroom-condo-for-sale-in-grand-hyatt-residences-bgc-taguig.html,Taguig,300,,167
1327,Interior Designed 3 Bedroom Unit For Sale at The Suites by Ayala Land Premier,"Fort Bonifacio, Taguig",Condominium,2BR,21,209,2,3,4,121.0237021,14.57603037,The Suites,26245861.34,https://www.lamudi.com.ph/interior-designed-3-bedroom-unit-for-sale-at-the-suites-by-ayala-land-premier-bg.html,Taguig,209,,138
1328,"House For Sale in Mahogany Place 3, Acacia Estates, Taguig City","Bambang, Taguig",Townhouse,Inner,126,332,2,3,3,120.9731031,14.56417097,,41691990.27,https://www.lamudi.com.ph/house-for-sale-in-mahogany-place-3-acacia-estates-taguig-city.html,Taguig,332,150,123
1329,"Condominium unit for Sale in BGC, Taguig City,Fort Bonifacio at Arya Residences!","Fort Bonifacio, Taguig",House and Lot,Two-storey,48,135,1,2,2,120.9806547,14.62018788,Arya Residences,16953068.33,https://www.lamudi.com.ph/arya-residences-2-bedroom-condo-for-sale-in-bgc-taguig-nr-uptown-mall.html,Taguig,135,,135
1330,"The Suites 4BR Condo for Sale Fort Bonifacio, BGC, Taguig City","Fort Bonifacio, Taguig",House and Lot,Two-storey,22,277,3,4,4,121.0226662,14.56210672,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/for-sale-double-corner-unit-4-bedroom-condo-in-the-suites-fort-bonifacio-bgc.html,Taguig,277,,174
1331,"BGC, Taguig City Condo for Sale in The Suites","Fort Bonifacio, Taguig",Townhouse,End,193,277,3,4,4,121.0063049,14.57584773,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/for-sale-fully-furnished-4-bedroom-corner-condo-unit-in-the-suites-bgc-taguig.html,Taguig,277,,139
1332,"For Sale 4 Bedroom 4br Condo in Uptown Ritz, Fort Bonifacio,Bgc, Taguig -Ds88813","Fort Bonifacio, Taguig",Condominium,Studio,143,159.1,1,4,4,121.051467,14.56654608,Uptown Ritz Residences,19979504.98,https://www.lamudi.com.ph/for-sale-4-bedroom-4br-condo-in-uptown-ritz-fort-bonifacio-bgc-taguig-ds88813.html,Taguig,159.1,,159.1
1333,"For Sale Forbeswood Heights 1 Bedroom 1BR Unit in Fort BGC,Taguig","Fort Bonifacio, Taguig",Commercial,Retail,118,59,1,1,1,120.9853359,14.56193013,Forbeswood Heights,7409118.753,https://www.lamudi.com.ph/for-sale-forbeswood-heights-1-bedroom-1br-unit-in-165897809074.html,Taguig,59,,154
1334,For Sale Forbeswood Heights 3BR Condo at Fort Bonifacio BGC Taguig -  DS88938,"Fort Bonifacio, Taguig",Commercial,Retail,126,143.5,,3,3,121.0511777,14.60963098,Forbeswood Heights,18020483.75,https://www.lamudi.com.ph/for-sale-forbeswood-heights-3br-condo-at-fort-bonifacio-bgc-taguig-ds88938.html,Taguig,143.5,,143.5
1335,"For Sale Avida at 34th St. 2 Bedroom Condo in Fort Bonifacio, BGC Taguig-DS88787","Fort Bonifacio, Taguig",Condominium,Studio,25,74,2,2,2,120.9857189,14.58653434,Avida Towers 34th Street,9292793.012,https://www.lamudi.com.ph/for-sale-avida-at-34th-st-2-bedroom-condo-in-fort-bonifacio-bgc-taguig-ds88787.html,Taguig,74,,122
1336,"For Sale  F1 Hotel Manila Studio type Condo in BGC, Taguig Nr. SM Aura, St.Lukes","Fort Bonifacio, Taguig",Commercial,Retail,49,41.08,,1,1,121.0560382,14.58995339,F1 Hotel Manila,5158755.905,https://www.lamudi.com.ph/for-sale-f1-hotel-manila-studio-type-condo-in-bgc-taguig-nr-sm-aura-st-lukes.html,Taguig,41.08,,114
1337,For Sale Two Serendra Almond | Studio Unit in BGC Taguig DS881064,"Fort Bonifacio, Taguig",Townhouse,Inner,58,43,1,1,1,121.0332204,14.56408181,Two Serendra,5399866.21,https://www.lamudi.com.ph/for-sale-two-serendra-almond-studio-unit-in-bgc-taguig-ds881064.html,Taguig,43,,135
1338,"For Sale Duplex House at AFPOVAI, Taguig City, Metro Manila!","Western Bicutan, Taguig",House and Lot,Bungalow,56,410,4,4,5,121.0406827,14.59696224,,51487096.42,https://www.lamudi.com.ph/for-sale-brand-new-duplex-house-and-lot-in-taguig-166001577425.html,Taguig,410,200,134
1339,"For Sale Fully Furnished 1-Bedroom Condo in Two Serandra, BGC, Taguig","Fort Bonifacio, Taguig",Commercial,Office,97,56,1,1,1,121.0286932,14.59332886,Two Serendra,7032383.901,https://www.lamudi.com.ph/for-sale-fully-furnished-1-bedroom-condo-in-two-serandra-bgc-taguig.html,Taguig,56,,173
1340,"For Sale Fort Victoria Two Bedroom Unit  - BGC, Taguig City - DS881421","Fort Bonifacio, Taguig",Commercial,Retail,157,45.39,1,2,1,121.0407552,14.61976458,Fort Victoria,5699998.308,https://www.lamudi.com.ph/for-sale-fort-victoria-two-bedroom-unit-bgc-taguig-city-ds881421.html,Taguig,45.39,,175
1341,For Sale Fort Victoria Fully Furnished 2BR Condo  - with Golf Course View Fort BGC,"Fort Bonifacio, Taguig",Townhouse,Inner,2,45.38,,2,2,120.9590601,14.55220032,Fort Victoria,5698742.526,https://www.lamudi.com.ph/for-sale-fort-victoria-fully-furnished-2br-condo-with-golf-course-view-fort-bgc.html,Taguig,45.38,,194
1342,For Sale Trion Tower 1BR Condo Unit in BGC Taguig City- DS881737,"Fort Bonifacio, Taguig",Commercial,Retail,189,37.8,,1,1,121.0352648,14.57258917,The Trion Towers,4746859.133,https://www.lamudi.com.ph/for-sale-trion-tower-1br-condo-unit-in-bgc-taguig-city-ds881737.html,Taguig,37.8,,111
1343,"Brand New Corner Unit 1 Bedroom Condo for Sale in BGC, Taguig East Gallery Place","Fort Bonifacio, Taguig",Townhouse,End,130,74,1,1,1,120.9576127,14.6016619,East Gallery Place,9292793.012,https://www.lamudi.com.ph/brand-new-corner-unit-1-bedroom-condo-for-sale-in-bgc-taguig-east-gallery-place.html,Taguig,74,,163
1344,The Suites at Bonifacio Global City Taguig For Sale Prime Condominium,"Fort Bonifacio, Taguig",Townhouse,End,154,286,,4,4,121.0056942,14.61325743,THE SUITES,35915389.21,https://www.lamudi.com.ph/the-suites-at-bonifacio-global-city-taguig-for-sale-prime-condominium.html,Taguig,286,,145
1345,"83 sqm Fully Furnished 1-BR Condominium with Balcony for Sale at BGC, Taguig","Fort Bonifacio, Taguig",House and Lot,Bungalow,44,83,,1,1,120.9717003,14.58313338,South of Market,10422997.57,https://www.lamudi.com.ph/83-sqm-fully-furnished-1-br-condominium-with-balcony-for-sale-at-bgc-taguig.html,Taguig,83,,83
1346,"For Sale The Veranda Studio type Penthouse Unit Condo  in BGC, Taguig","Western Bicutan, Taguig",House and Lot,Bungalow,104,31,,1,1,121.0374463,14.55145216,The Veranda BGC,3892926.802,https://www.lamudi.com.ph/for-sale-the-veranda-studio-type-penthouse-unit-condo-in-bgc-taguig.html,Taguig,31,,103
1347,For Sale Afpovai | Brand New 3-Storey Apartment Building  Fort Bonifacio-DS882732,"Western Bicutan, Taguig",House and Lot,Two-storey,60,900,,20,,120.952971,14.57658909,,113020455.6,https://www.lamudi.com.ph/for-sale-afpovai-brand-new-3-storey-apartment-building-fort-bonifacio-ds882732.html,Taguig,900,,155
1348,"3 Storey House and Lot For Sale in Mckinley Hill, Taguig City","McKinley Hill, Taguig",House and Lot,Bungalow,112,513,4,5,6,121.0564098,14.59261982,,64421659.66,https://www.lamudi.com.ph/3-storey-house-and-lot-for-sale-in-mckinley-hill-t-165864757664.html,Taguig,513,189,149
1349,"For Sale Semi furnished 4 Bedroom Modern House in Mckinley Hill Village, Taguig","Fort Bonifacio, Taguig",Commercial,Office,49,450,4,4,5,120.9694984,14.61912817,,56510227.78,https://www.lamudi.com.ph/for-sale-semi-furnished-4-bedroom-modern-house-in-165864727738.html,Taguig,450,198,121
1350,"Fully Furnished 5 Bedroom House and Lot for Sale in AFPOVAI, Tagauig City","Western Bicutan, Taguig",Commercial,Retail,170,560,4,5,5,121.0155782,14.58393788,,70323839.01,https://www.lamudi.com.ph/house-and-lot-for-sale-in-afpovai-tagauig-city-ful-165995033962.html,Taguig,560,450,120
1351,"House and Lot for Sale Afpovai, Taguig City, Fort Bonifacio Nr. BGC","Western Bicutan, Taguig",Condominium,Studio,58,410,,4,5,121.0539619,14.59986334,,51487096.42,https://www.lamudi.com.ph/house-and-lot-for-sale-afpovai-taguig-city-fort-bo-166001577196.html,Taguig,410,200,187
1352,"For Sale : Fully furnished 3-storey Brand New House and Lot Taguig City, AFPOVAI","Western Bicutan, Taguig",Commercial,Office,27,410,4,4,4,121.0018687,14.59293223,,51487096.42,https://www.lamudi.com.ph/for-sale-fully-furnished-3-storey-brand-new-house-in-taguig-afpovai-nr-bgc.html,Taguig,410,200,162
1353,"For Sale AFPOVAI Modern House and Lot in Taguig City, Fort Bonifacio Nr. BGC","Western Bicutan, Taguig",Condominium,Studio,31,410,4,4,5,121.0150691,14.61842635,,51487096.42,https://www.lamudi.com.ph/for-sale-afpovai-modern-house-and-lot-in-taguig-ci-166001577017.html,Taguig,410,200,132
1354,Mckinley Hill Village Prime Modern House For Sale with Swimming pool in Taguig,"McKinley Hill, Taguig",Townhouse,Inner,50,450,,4,5,120.9605089,14.58681988,,56510227.78,https://www.lamudi.com.ph/mckinley-hill-village-prime-modern-house-for-sale-with-swimming-pool-in-taguig.html,Taguig,450,198,102
1355,Mckinley Hill Village 4 Bedroom Modern House and Lot for Sale in Taguig City,"McKinley Hill, Taguig",House and Lot,Two-storey,190,450,4,4,5,121.0162818,14.56467763,,56510227.78,https://www.lamudi.com.ph/mckinley-hill-village-4-bedroom-modern-house-and-lot-for-sale-in-taguig-city.html,Taguig,450,198,189
1356,Mckinley Hill Village | Brand New 4 Bedroom Modern House For Sale in Taguig,"McKinley Hill, Taguig",Townhouse,Inner,34,450,,4,5,121.009596,14.55914861,,56510227.78,https://www.lamudi.com.ph/mckinley-hill-village-brand-new-4-bedroom-modern-h-165855450718.html,Taguig,450,198,169
1357,"For Sale in Afpovai Fully Furnished 3-Storey Modern House, Taguig City Near BGC","Western Bicutan, Taguig",Condominium,2BR,70,560,4,5,5,121.0480249,14.59730127,,70323839.01,https://www.lamudi.com.ph/for-sale-in-afpovai-fully-furnished-3-storey-modern-house-taguig-city-near-bgc.html,Taguig,560,450,176
1358,"Spacious Studio Condominium unit Rush Sale at BGC, Taguig City","Fort Bonifacio, Taguig",House and Lot,Two-storey,188,31,,1,1,120.9669425,14.58515774,South of Market,3892926.802,https://www.lamudi.com.ph/spacious-studio-condominium-unit-rush-sale-at-bgc-taguig-city.html,Taguig,31,,178
1359,Good Value for Investment 3 Bedroom Condo For Sale in One Serendra BGC Taguig,"Fort Bonifacio, Taguig",Townhouse,End,112,184,2,3,4,121.0352618,14.55885351,One Serendra,23106404.25,https://www.lamudi.com.ph/good-value-for-investment-3-bedroom-condo-for-sale-in-one-serendra-bgc-taguig.html,Taguig,184,,184
1360,"2 bedroom Condominium unit in Arya Residences, BGC, Taguig  For Sale","Fort Bonifacio, Taguig",Commercial,Office,103,135,,2,2,121.05365,14.62763997,Arya Residences,16953068.33,https://www.lamudi.com.ph/2-bedroom-condominium-unit-in-arya-residences-bgc-taguig-for-sale.html,Taguig,135,,135
1361,"Fort Bonifacio House and Lot for Sale in Taguig City, Afpovai","Western Bicutan, Taguig",Townhouse,End,165,410,,4,5,121.0530265,14.59016903,,51487096.42,https://www.lamudi.com.ph/fort-bonifacio-house-and-lot-for-sale-in-taguig-ci-166001576060.html,Taguig,410,200,151
1362,Afpovai Taguig Brand New 5br Duplex House For Sale With Lanai In Fort Bonifacio,"Western Bicutan, Taguig",House and Lot,Two-storey,67,410,,4,5,121.019149,14.5662702,,51487096.42,https://www.lamudi.com.ph/afpovai-taguig-brand-new-5br-duplex-house-for-sale-with-lanai-in-fort-bonifacio.html,Taguig,410,200,114
1363,"Brand New Modern Duplex House For Sale In Afpovai, Taguig Nr. Bgc,Airport,Makati","Western Bicutan, Taguig",Commercial,Office,141,410,4,4,5,121.0500121,14.61892739,,51487096.42,https://www.lamudi.com.ph/brand-new-modern-duplex-house-for-sale-in-afpovai-taguig-nr-bgc-airport-makati.html,Taguig,410,200,178
1364,Verve 2: 2BR facing TERRA PARK,"Fort Bonifacio, Taguig",Condominium,Penthouse,151,102,,2,2,121.004668,14.5730112,Verve Residences Tower 2,12808984.96,https://www.lamudi.com.ph/verve-2-2br-facing-terra-park.html,Taguig,102,,102
1365,Verve 2: 2 bedroomfacing Amenities,"Fort Bonifacio, Taguig",Townhouse,End,70,99,1,2,2,121.0013585,14.62704337,Verve Residences Tower 2,12432250.11,https://www.lamudi.com.ph/verve-2-2br-facing-amenities.html,Taguig,99,,99
1366,"3 Bedroom Interior Designed, Rent to Own in St. Moritz, McKinley West beside BGC","McKinley Hill, Taguig",Commercial,Office,129,113.5,2,3,3,120.9728892,14.62164209,St. Moritz Private Estate,14253135.23,https://www.lamudi.com.ph/3-bedroom-interior-designed-rent-to-own-in-st-moritz-mckinley-west-beside-bgc.html,Taguig,113.5,,113.5
1367,1Bedroom Condo in BGC Trion Tower Rent To Own 5% Down Move in 50k monthly,"Fort Bonifacio, Taguig",Commercial,Retail,107,39,,1,1,121.0455088,14.56575194,Trion Tower,4897553.074,https://www.lamudi.com.ph/1bedroom-condo-in-bgc-trion-tower-rent-to-own-5-down-move-in-50k-monthly.html,Taguig,39,,179
1368,Prime 2-Bedroom in Park Triangle Residences Bonifacio Global City,"Fort Bonifacio, Taguig",Condominium,Penthouse,74,82,,2,3,121.0093366,14.62281806,Park Triangle Residences,10297419.28,https://www.lamudi.com.ph/prime-2-bedroom-in-park-triangle-residences-bonifacio-global-city.html,Taguig,82,,82
1369,"F1 Hotel Manila Studio type Condo for Sale in BGC, Taguig Nr. SM Aura, St.Lukes","Fort Bonifacio, Taguig",Condominium,1BR,165,41.08,,1,1,121.0541543,14.56827141,F1 Hotel Manila,5158755.905,https://www.lamudi.com.ph/f1-hotel-manila-studio-type-condo-for-sale-in-bgc-taguig-nr-sm-aura-st-lukes.html,Taguig,41.08,,104
1370,"House and Lot in Afpovai, Taguig City","Western Bicutan, Taguig",Condominium,Penthouse,194,410,4,4,5,120.9655898,14.55390156,,51487096.42,https://www.lamudi.com.ph/house-and-lot-in-afpovai-taguig-city-166001633753.html,Taguig,410,200,185
1371,"Brand New House and Lot for Sale in Taguig City, Afpovai, Fort Bonifacio","Western Bicutan, Taguig",House and Lot,Bungalow,52,410,4,4,5,120.954709,14.58165168,,51487096.42,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-taguig-city-af-166001576221.html,Taguig,410,200,114
1372,"BGC Corner office unit at Park Triangle Corporate Plaza, Taguig For Sale","Fort Bonifacio, Taguig",Commercial,Office,86,178,,,,120.9603465,14.62590336,,22352934.54,https://www.lamudi.com.ph/bgc-corner-office-unit-at-park-triangle-corporate-plaza-taguig-for-sale.html,Taguig,178,0,178
1373,"Clean Title High Floor Condo For Sale In The Suites, BGC, Taguig Nr. Makati CBD","Fort Bonifacio, Taguig",Commercial,Office,174,277,3,4,4,120.9768417,14.59090047,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/clean-title-high-floor-condo-for-sale-in-the-suites-bgc-taguig-nr-makati-cbd.html,Taguig,277,,112
1374,"Fully Furnished 4 Bedroom Condo For Sale in BGC, Taguig City, The Suites","Fort Bonifacio, Taguig",Townhouse,End,73,277,3,4,4,121.0113031,14.56030154,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/fully-furnished-4-bedroom-condo-for-sale-in-bgc-taguig-city-the-suites.html,Taguig,277,,157
1375,DMCI Homes Pre Selling Condo in Acacia Estates Taguig near BGC Alder Residences,"Ususan, Taguig",Commercial,Retail,36,67,,2,1,121.0170577,14.5515321,Alder Residences,8413745.024,https://www.lamudi.com.ph/dmci-homes-pre-selling-condo-in-acacia-estates-taguig-near-bgc-alder-residences.html,Taguig,67,,168
1376,Nice 84.44sqm Office Space @ Taguig For Sale,"Fort Bonifacio, Taguig",Townhouse,Inner,20,84.44,,,,121.0215012,14.6189425,,10603830.3,https://www.lamudi.com.ph/nice-84-44sqm-office-space-taguig-for-sale.html,Taguig,84.44,0,84.44
1377,Nice 91.03sqm Office Space @ Taguig For Sale,"Fort Bonifacio, Taguig",Townhouse,Inner,53,91.03,,,,120.9805355,14.61005832,,11431391.19,https://www.lamudi.com.ph/nice-91-03sqm-office-space-taguig-for-sale.html,Taguig,91.03,0,91.03
1378,Mahogany Place 3: House and Lot for Sale,"Ususan, Taguig",Commercial,Retail,145,307,2,4,4,120.9931641,14.61518219,,38552533.17,https://www.lamudi.com.ph/mahogany-place-1-house-and-lot.html,Taguig,307,249,164
1379,For Sale |Fully Furnished 4 Bedrooms W/ Balcony In The Suites BGC,"Fort Bonifacio, Taguig",Townhouse,End,5,277,,4,5,121.0573752,14.61852988,THE SUITES,34785184.65,https://www.lamudi.com.ph/for-sale-fully-furnished-4-bedrooms-w-balcony-in-the-suites-bgc.html,Taguig,277,,190
1380,"For Sale: 1BR 60-Sqm. Unit at Eight Forbestown Road, BGC, Taguig","Fort Bonifacio, Taguig",House and Lot,Bungalow,154,60,,1,1,121.0326262,14.55425608,Eight Forbestown Road,7534697.037,https://www.lamudi.com.ph/for-sale-1br-60-sqm-unit-at-eight-forbestown-road-166000641940.html,Taguig,60,,126
1381,Boni Ridge: 2 Bedroom Condominium For Sale facing Golf view Bonifacio Ridge,"Fort Bonifacio, Taguig",Commercial,Office,37,113,,2,2,120.9957921,14.61689963,Boni Ridge,14190346.09,https://www.lamudi.com.ph/boni-ridge-2-bedroom-condominium-for-sale-facing-golf-view-bonifacio-ridge.html,Taguig,113,,113
1382,Below Market Value: 1BR Two Maridien For Sale,"Fort Bonifacio, Taguig",Commercial,Office,84,64,0,1,1,120.9531093,14.57715498,Maridien,8037010.173,https://www.lamudi.com.ph/below-market-value-1br-two-maridien-for-sale.html,Taguig,64,,171
1383,"For Sale Fully Furnished Studio at The Infinity, BGC, Taguig","Fort Bonifacio, Taguig",Townhouse,Inner,107,38,,1,1,121.0150733,14.62430957,The Infinity,4771974.79,https://www.lamudi.com.ph/for-sale-fully-furnished-studio-at-the-infinity-bgc-taguig.html,Taguig,38,,166
1384,For Sale 2 Bedroom in Forbestown BGC Taguig,"Fort Bonifacio, Taguig",Commercial,Office,127,96.7,,2,3,120.966653,14.61398039,Forbestown,12143420.06,https://www.lamudi.com.ph/for-sale-2-bedroom-in-forbestown-bgc-taguig.html,Taguig,96.7,,96.7
1385,4 Bedroom Luxe Unit 277sqm in The Suites by Ayala Land Premier for sale,"Fort Bonifacio, Taguig",Commercial,Retail,41,277,3,4,4,120.9889047,14.60130529,The Suites,34785184.65,https://www.lamudi.com.ph/4-bedroom-luxe-unit-277sqm-in-the-suites-by-ayala-land-premier-for-sale.html,Taguig,277,,153
1386,"Newly Renovated 1 Bedroom Condo for Sale in Bellagio 3, BGC, Taguig City","Fort Bonifacio, Taguig",Townhouse,Inner,149,41,,1,1,121.0387922,14.58369807,Bellagio 3,5148709.642,https://www.lamudi.com.ph/newly-renovated-1-bedroom-condo-for-sale-in-bellagio-3-bgc-taguig-city.html,Taguig,41,,142
1387,"Bellagio 3 Spacious 1 Bedroom Condo for Sale in Fort Bonifacio, BGC, Taguig","Fort Bonifacio, Taguig",Commercial,Office,88,41,,1,1,121.0333533,14.62641175,Bellagio 3,5148709.642,https://www.lamudi.com.ph/bellagio-3-spacious-1-bedroom-condo-for-sale-in-fort-bonifacio-bgc-taguig.html,Taguig,41,,134
1388,"1 Bedroom Unit for Sale in Verve Residences Tower 1, BGC, Taguig","Fort Bonifacio, Taguig",Commercial,Retail,103,64,1,1,1,120.9775916,14.62072267,Verve Residences,8037010.173,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-verve-residences-tower-165831431793.html,Taguig,64,,195
1389,For Sale: Bellagio 3 1 Bedroom Newly Renovated Smart Condominium in BGC Taguig,"Fort Bonifacio, Taguig",Townhouse,Inner,22,41,,1,1,120.9685807,14.60843043,Bellagio,5148709.642,https://www.lamudi.com.ph/for-sale-bellagio-3-1-bedroom-newly-renovated-smart-condominium-in-bgc-taguig.html,Taguig,41,,150
1390,"Corner Unit Brand New 1 Bedroom Condo for Sale in East Gallery Place, BGC,Taguig","Fort Bonifacio, Taguig",Townhouse,Inner,134,74,1,1,1,120.9501659,14.55703996,East Gallery Place,9292793.012,https://www.lamudi.com.ph/corner-unit-brand-new-1-bedroom-condo-for-sale-in-east-gallery-place-bgc-taguig.html,Taguig,74,,162
1391,"Interior designed 1BR Condominium in Two Serendra, BGC, Taguig For Sale","Fort Bonifacio, Taguig",Townhouse,Inner,187,68,,1,1,120.973246,14.59096136,Two Serendra,8539323.308,https://www.lamudi.com.ph/interior-designed-1br-condominium-in-two-serendra-bgc-taguig-for-sale.html,Taguig,68,,149
1392,"Four (4) Bedroom Condominium with Parking for Sale at Fort Victoria, Taguig City","Fort Bonifacio, Taguig",Townhouse,End,0,140,1,4,3,120.9876838,14.56977732,Fort Victoria,17580959.75,https://www.lamudi.com.ph/four-4-bedroom-condominium-with-parking-for-sale-a-165935302822.html,Taguig,140,,140
